date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,outcome,home_advantage,scoreline,home_form,away_form,home_h2h,away_h2h,home_goals_scored,home_goals_conceded,away_goals_scored,away_goals_conceded,home_elo,away_elo,elo_diff,home_weighted_form,away_weighted_form,home_days_rest,away_days_rest,home_goal_diff,away_goal_diff,elo_closeness,form_closeness,combined_attack,combined_defence,expected_goals,home_under25_rate,away_under25_rate,home_clean_sheet_rate,away_clean_sheet_rate,combined_under25,combined_clean_sheets,draw_pressure_index,h2h_draw_rate
2021-06-02,Cayman Islands,Aruba,1.0,3.0,FIFA World Cup qualification,Bradenton,United States,True,2021,Away win,0,1.0-3.0,0.0,0.4,0.5,0.5,0.3,3.6,1.5,2.4,1178.2814832254733,1240.876161024721,-62.59467779924762,0.0,0.399,65,64,-3.3000000000000003,-0.8999999999999999,0.015724586311400904,0.7142857142857143,1.8,6.0,3.9,0.4,0.3,0.0,0.2,0.35,0.1,0.035,0.25
2021-06-02,Montserrat,United States Virgin Islands,4.0,0.0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,True,2021,Home win,0,4.0-0.0,0.0,0.1,0.5,0.5,1.1,4.5,0.3,4.4,1268.2407386487462,1076.1970114293852,192.04372721936102,0.0,0.094,66,64,-3.4,-4.1000000000000005,0.005180173499570239,0.9090909090909091,1.4000000000000001,8.9,5.15,0.1,0.3,0.0,0.1,0.2,0.05,0.01,0.25
2021-06-03,Andorra,Republic of Ireland,1.0,4.0,Friendly,Andorra la Vella,Andorra,False,2021,Away win,1,1.0-4.0,0.0,0.0,0.0,1.0,0.3,2.8,0.3,1.1,1063.8627352151022,1616.0948429461123,-552.23210773101,0.0,0.0,64,65,-2.5,-0.8,0.0018075595867010224,1.0,0.6,3.9,2.25,0.4,0.8,0.1,0.3,0.6000000000000001,0.2,0.12,0.0
2021-06-03,Iran,Hong Kong,3.0,1.0,FIFA World Cup qualification,Arad,Iran,False,2021,Home win,1,3.0-1.0,0.6,0.1,0.5,0.5,3.0,0.8,0.4,1.2,1852.109510281759,1326.6035940435531,525.5059162382058,0.563,0.077,65,90,2.2,-0.7999999999999999,0.0018993138902309548,0.6666666666666666,3.4,2.0,2.7,0.4,1.0,0.5,0.2,0.7,0.35,0.245,0.25
2021-06-03,Switzerland,Liechtenstein,7.0,0.0,Friendly,St. Gallen,Switzerland,False,2021,Home win,1,7.0-0.0,0.5,0.2,1.0,0.0,1.8,1.3,0.6,1.9,1952.5148936897162,1111.5816070096078,840.9332866801085,0.452,0.174,4,64,0.5,-1.2999999999999998,0.00118774256324177,0.7692307692307692,2.4,3.2,2.8,0.3,0.5,0.2,0.2,0.4,0.2,0.08,0.0
2021-06-03,Peru,Colombia,0.0,3.0,FIFA World Cup qualification,Lima,Peru,False,2021,Away win,1,0.0-3.0,0.1,0.3,0.1,0.9,0.7,1.7,1.0,1.6,1751.836824506041,1860.921408708234,-109.0845842021929,0.112,0.294,90,90,-1.0,-0.6000000000000001,0.00908392403211784,0.8333333333333334,1.7,3.3,2.5,0.7,0.4,0.1,0.5,0.55,0.3,0.165,0.4
2021-06-03,Algeria,Mauritania,4.0,1.0,Friendly,Blida,Algeria,False,2021,Home win,1,4.0-1.0,0.7,0.3,1.0,0.0,1.8,0.5,1.0,1.3,1870.8740916897318,1432.9749916975757,437.89909999215615,0.695,0.279,90,90,1.3,-0.30000000000000004,0.0022784280031967977,0.7142857142857143,2.8,1.8,2.3,0.5,0.5,0.6,0.4,0.5,0.5,0.25,0.0
2021-06-03,Bahrain,Cambodia,8.0,0.0,FIFA World Cup qualification,Riffa,Bahrain,False,2021,Home win,1,8.0-0.0,0.6,0.2,0.5,0.5,1.5,0.6,0.7,2.7,1687.062145408321,1114.5914540287954,572.4706913795255,0.596,0.162,6,90,0.9,-2.0,0.0017437682780168367,0.7142857142857143,2.2,3.3000000000000003,2.75,0.6,0.6,0.5,0.1,0.6,0.3,0.18,0.25
2021-06-03,Turkey,Moldova,2.0,0.0,Friendly,Paderborn,Germany,True,2021,Home win,0,2.0-0.0,0.4,0.0,0.875,0.125,2.1,1.6,0.2,2.9,1842.0193999784572,1225.090536809932,616.9288631685251,0.413,0.0,3,64,0.5,-2.6999999999999997,0.0016183092579174023,0.7142857142857143,2.3000000000000003,4.5,3.4000000000000004,0.3,0.6,0.2,0.1,0.44999999999999996,0.15000000000000002,0.068,0.125
2021-06-03,Qatar,India,1.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,2021,Home win,1,1.0-0.0,0.6,0.1,0.0,1.0,1.7,1.1,0.8,1.6,1717.459127130678,1379.0809980645668,338.37812906611134,0.553,0.098,65,66,0.5999999999999999,-0.8,0.0029465658342562157,0.6666666666666666,2.5,2.7,2.6,0.5,0.7,0.4,0.1,0.6,0.25,0.15,0.5
2021-06-03,Bolivia,Venezuela,3.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,False,2021,Home win,1,3.0-1.0,0.1,0.4,0.3,0.7,1.2,2.7,1.1,1.0,1514.5319181112475,1798.6487971392141,-284.11687902796666,0.078,0.345,66,90,-1.5000000000000002,0.10000000000000009,0.003507333565831827,0.7692307692307692,2.3,3.7,3.0,0.0,0.6,0.0,0.3,0.3,0.15,0.045,0.2
2021-06-03,Ukraine,Northern Ireland,1.0,0.0,Friendly,Dnipro,Ukraine,False,2021,Home win,1,1.0-0.0,0.1,0.1,0.0,1.0,0.8,2.1,0.8,1.2,1776.8637581679764,1613.5719387226209,163.2918194453555,0.112,0.076,11,4,-1.3,-0.3999999999999999,0.006086730327632694,1.0,1.6,3.3,2.45,0.6,0.6,0.1,0.2,0.6,0.15000000000000002,0.09,0.667
2021-06-03,Thailand,Indonesia,2.0,2.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True,2021,Draw,0,2.0-2.0,0.2,0.2,0.5,0.5,1.1,1.0,1.5,2.6,1488.517585508328,1309.9478946552188,178.56969085310925,0.206,0.191,5,5,0.10000000000000009,-1.1,0.005568868528141618,1.0,2.6,3.6,3.1,0.5,0.2,0.3,0.2,0.35,0.25,0.088,0.25
2021-06-03,Nepal,Taiwan,2.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,True,2021,Home win,0,2.0-0.0,0.2,0.2,0.5,0.5,0.6,2.5,0.8,2.7,1162.11897105984,1274.3776677315184,-112.25869667167831,0.179,0.184,5,90,-1.9,-1.9000000000000001,0.00882934405380688,1.0,1.4,5.2,3.3,0.5,0.5,0.3,0.3,0.5,0.3,0.15,0.5
2021-06-03,Uruguay,Paraguay,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,2021,Draw,1,0.0-0.0,0.5,0.3,0.6,0.4,1.6,1.3,1.2,0.9,1944.913847264004,1765.8917410948986,179.02210616910543,0.486,0.281,90,90,0.30000000000000004,0.29999999999999993,0.005554873350168677,0.8333333333333334,2.8,2.2,2.5,0.4,0.7,0.2,0.4,0.55,0.30000000000000004,0.165,0.3
2021-06-03,Argentina,Chile,1.0,1.0,FIFA World Cup qualification,Santiago del Estero,Argentina,False,2021,Draw,1,1.0-1.0,0.6,0.3,0.6,0.4,2.2,0.8,1.3,1.3,2011.3367054548519,1805.1153296727475,206.22137578210436,0.585,0.263,90,69,1.4000000000000001,0.0,0.004825756977173587,0.7692307692307692,3.5,2.1,2.8,0.4,0.3,0.4,0.3,0.35,0.35,0.122,0.3
2021-06-03,Bangladesh,Afghanistan,1.0,1.0,FIFA World Cup qualification,Doha,Qatar,True,2021,Draw,0,1.0-1.0,0.3,0.2,0.0,1.0,1.1,1.5,0.8,1.9,1133.9933144374436,1300.281150760785,-166.28783632334148,0.241,0.168,66,5,-0.3999999999999999,-1.0999999999999999,0.005977720926864969,0.9090909090909091,1.9000000000000001,3.4,2.65,0.6,0.6,0.4,0.1,0.6,0.25,0.15,0.5
2021-06-03,Belgium,Greece,1.0,1.0,Friendly,Brussels,Belgium,False,2021,Draw,1,1.0-1.0,0.7,0.5,0.5,0.5,2.9,1.0,1.3,0.7,2147.8626440104345,1676.3527952758966,471.50984873453785,0.696,0.451,65,64,1.9,0.6000000000000001,0.0021163580032843143,0.8333333333333334,4.2,1.7,2.95,0.3,0.6,0.2,0.4,0.44999999999999996,0.30000000000000004,0.135,0.5
2021-06-03,United Arab Emirates,Malaysia,4.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,False,2021,Home win,1,4.0-0.0,0.5,0.6,1.0,0.0,2.4,1.2,2.0,1.0,1659.599905423947,1458.8324692609308,200.7674361630161,0.47,0.546,10,6,1.2,1.0,0.004956201154244035,0.9090909090909091,4.4,2.2,3.3000000000000003,0.2,0.5,0.3,0.3,0.35,0.3,0.105,0.0
2021-06-03,Palestine,Singapore,4.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,True,2021,Home win,0,4.0-0.0,0.2,0.3,0.2,0.8,0.6,1.5,1.3,1.8,1455.1416011936863,1363.9114886087646,91.2301125849217,0.206,0.294,65,5,-0.9,-0.5,0.010842445834371514,0.9090909090909091,1.9,3.3,2.5999999999999996,0.6,0.3,0.4,0.1,0.44999999999999996,0.25,0.112,0.2
2021-06-03,Kuwait,Australia,0.0,3.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,2021,Away win,1,0.0-3.0,0.3,0.6,0.286,0.714,2.0,0.9,2.2,0.6,1485.871118297674,1800.8289348500489,-314.9578165523749,0.25,0.567,66,90,1.1,1.6,0.003164979461219421,0.7692307692307692,4.2,1.5,2.85,0.6,0.5,0.4,0.5,0.55,0.45,0.248,0.143
2021-06-04,Finland,Estonia,0.0,1.0,Friendly,Helsinki,Finland,False,2021,Away win,1,0.0-1.0,0.4,0.0,0.375,0.625,1.4,1.7,1.0,2.6,1710.6460804626133,1362.8374509682958,347.80862949431753,0.39,0.0,6,65,-0.30000000000000004,-1.6,0.0028669015484213845,0.7142857142857143,2.4,4.3,3.3499999999999996,0.5,0.4,0.3,0.1,0.45,0.2,0.09,0.25
2021-06-04,Slovenia,Gibraltar,6.0,0.0,Friendly,Koper,Slovenia,False,2021,Home win,1,6.0-0.0,0.5,0.2,0.5,0.5,1.4,0.5,0.5,2.6,1612.5132172427868,1126.8044095653242,485.7088076774626,0.476,0.148,3,66,0.8999999999999999,-2.1,0.002054616608998559,0.7692307692307692,1.9,3.1,2.5,0.6,0.5,0.6,0.3,0.55,0.44999999999999996,0.248,0.25
2021-06-04,Kosovo,Malta,2.0,1.0,Friendly,Klagenfurt,Austria,True,2021,Home win,0,2.0-1.0,0.3,0.4,1.0,0.0,1.3,1.4,1.3,1.3,1546.366885140077,1295.5820224411566,250.7848626989205,0.229,0.337,3,5,-0.09999999999999987,0.0,0.003971644638525314,0.9090909090909091,2.6,2.7,2.6500000000000004,0.3,0.4,0.3,0.4,0.35,0.35,0.122,0.0
2021-06-04,Rwanda,Central African Republic,2.0,0.0,Friendly,Kigali,Rwanda,False,2021,Home win,1,2.0-0.0,0.5,0.3,0.5,0.5,1.8,1.0,1.3,2.0,1506.4653737883432,1406.312346879902,100.15302690844123,0.467,0.297,90,90,0.8,-0.7,0.009886011625783092,0.8333333333333334,3.1,3.0,3.05,0.5,0.3,0.4,0.2,0.4,0.30000000000000004,0.12,0.25
2021-06-04,Hungary,Cyprus,1.0,0.0,Friendly,Budapest,Hungary,False,2021,Home win,1,1.0-0.0,0.6,0.2,0.5,0.5,2.1,1.0,0.5,1.3,1794.179145768555,1391.226429123854,402.952716644701,0.546,0.197,65,66,1.1,-0.8,0.00247553725670214,0.7142857142857143,2.6,2.3,2.45,0.4,0.6,0.4,0.3,0.5,0.35,0.175,0.25
2021-06-04,Faroe Islands,Iceland,0.0,1.0,Friendly,Tórshavn,Faroe Islands,False,2021,Away win,1,0.0-1.0,0.2,0.2,0.143,0.857,0.9,1.7,1.0,2.2,1274.5089755946371,1602.444434734484,-327.9354591398469,0.163,0.16,65,6,-0.7999999999999999,-1.2000000000000002,0.0030401100647980007,1.0,1.9,3.9000000000000004,2.9000000000000004,0.6,0.1,0.2,0.0,0.35,0.1,0.035,0.0
2021-06-04,Nigeria,Cameroon,0.0,1.0,Friendly,Wiener Neustadt,Austria,True,2021,Away win,0,0.0-1.0,0.4,0.2,0.667,0.33299999999999996,1.2,1.2,0.7,0.6,1719.6523598059534,1639.3334819180486,80.31887788790482,0.377,0.177,90,90,0.0,0.09999999999999998,0.01229726757147909,0.8333333333333334,1.9,1.7999999999999998,1.8499999999999999,0.6,0.8,0.2,0.6,0.7,0.4,0.28,0.333
2021-06-04,Italy,Czech Republic,4.0,0.0,Friendly,Bologna,Italy,False,2021,Home win,1,4.0-0.0,0.8,0.5,0.4,0.6,2.8,0.1,1.5,1.0,2038.7088771659776,1787.4080880113609,251.30078915461672,0.752,0.45,7,66,2.6999999999999997,0.5,0.003963523076367284,0.7692307692307692,4.3,1.1,2.7,0.7,0.6,0.9,0.2,0.6499999999999999,0.55,0.358,0.4
2021-06-04,North Macedonia,Kazakhstan,4.0,0.0,Friendly,Skopje,North Macedonia,False,2021,Home win,1,4.0-0.0,0.5,0.1,0.5,0.5,1.9,1.2,0.7,1.5,1650.9143633842475,1366.7759813590505,284.13838202519696,0.496,0.085,3,65,0.7,-0.8,0.0035070690690516457,0.7142857142857143,2.5999999999999996,2.7,2.65,0.4,0.6,0.2,0.3,0.5,0.25,0.125,0.25
2021-06-04,Antigua and Barbuda,Grenada,1.0,0.0,FIFA World Cup qualification,North Sound,Antigua and Barbuda,False,2021,Home win,1,1.0-0.0,0.3,0.3,0.0,1.0,1.3,2.2,1.1,2.5,1336.0743581159256,1218.1376161739063,117.93674194201935,0.292,0.269,69,66,-0.9000000000000001,-1.4,0.008407830781908349,1.0,2.4000000000000004,4.7,3.5500000000000003,0.5,0.4,0.2,0.2,0.45,0.2,0.09,1.0
2021-06-04,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Porto Alegre,Brazil,False,2021,Home win,1,2.0-0.0,0.6,0.7,0.7,0.30000000000000004,2.2,0.8,2.3,1.4,2153.505873671324,1878.0684236181726,275.43745005315145,0.594,0.665,90,67,1.4000000000000001,0.8999999999999999,0.003617454870198401,0.9090909090909091,4.5,2.2,3.35,0.5,0.3,0.4,0.3,0.4,0.35,0.14,0.2
2021-06-04,Spain,Portugal,0.0,0.0,Friendly,Madrid,Spain,False,2021,Draw,1,0.0-0.0,0.5,0.6,0.25,0.75,1.9,0.6,2.1,0.6,2079.0940880164694,2049.6963838106017,29.39770420586774,0.487,0.543,65,66,1.2999999999999998,1.5,0.032897221225245285,0.9090909090909091,4.0,1.2,2.6,0.6,0.5,0.4,0.6,0.55,0.5,0.275,0.5
2021-06-04,Guatemala,Saint Vincent and the Grenadines,10.0,0.0,FIFA World Cup qualification,Guatemala City,Guatemala,False,2021,Home win,1,10.0-0.0,0.6,0.3,1.0,0.0,1.6,0.3,1.6,2.9,1580.5551406308903,1307.6978216650718,272.8573189658184,0.587,0.278,69,66,1.3,-1.2999999999999998,0.0036515365146213793,0.7692307692307692,3.2,3.1999999999999997,3.2,0.7,0.4,0.8,0.2,0.55,0.5,0.275,0.0
2021-06-04,Dominican Republic,Barbados,1.0,1.0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False,2021,Draw,1,1.0-1.0,0.6,0.2,0.5,0.5,1.7,0.6,0.9,1.5,1476.2486048490769,1263.893199141133,212.35540570794387,0.555,0.17,69,66,1.1,-0.6,0.004687015061473865,0.7142857142857143,2.6,2.1,2.35,0.5,0.6,0.7,0.3,0.55,0.5,0.275,0.25
2021-06-04,Nicaragua,Belize,3.0,0.0,FIFA World Cup qualification,Managua,Nicaragua,False,2021,Home win,1,3.0-0.0,0.1,0.4,0.0,1.0,1.4,1.4,1.4,1.1,1376.4884211310255,1438.705120933167,-62.21669980214165,0.076,0.363,69,66,0.0,0.2999999999999998,0.015818604943469733,0.7692307692307692,2.8,2.5,2.65,0.6,0.6,0.3,0.4,0.6,0.35,0.21,0.0
2021-06-04,Maldives,Syria,0.0,4.0,FIFA World Cup qualification,Sharjah,United Arab Emirates,True,2021,Away win,0,0.0-4.0,0.3,0.6,0.0,1.0,1.7,2.7,1.6,1.3,1193.8279643588246,1556.1901255212324,-362.3621611624078,0.251,0.551,90,66,-1.0000000000000002,0.30000000000000004,0.0027520752210438374,0.7692307692307692,3.3,4.0,3.65,0.1,0.4,0.2,0.3,0.25,0.25,0.062,0.0
2021-06-04,Suriname,Bermuda,6.0,0.0,FIFA World Cup qualification,Paramaribo,Suriname,False,2021,Home win,1,6.0-0.0,0.5,0.3,0.5,0.5,1.6,1.0,1.5,2.1,1423.9598548748377,1398.918188194684,25.04166668015364,0.487,0.287,69,66,0.6000000000000001,-0.6000000000000001,0.03839999998011265,0.8333333333333334,3.1,3.1,3.1,0.5,0.3,0.5,0.4,0.4,0.45,0.18,0.25
2021-06-04,Saint Kitts and Nevis,Guyana,3.0,0.0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False,2021,Home win,1,3.0-0.0,0.4,0.2,0.5,0.5,1.4,1.8,1.4,1.4,1441.824909053728,1367.09534894674,74.72956010698817,0.381,0.194,69,66,-0.40000000000000013,0.0,0.013204883252817443,0.8333333333333334,2.8,3.2,3.0,0.4,0.5,0.3,0.3,0.45,0.3,0.135,0.25
2021-06-05,Wales,Albania,0.0,0.0,Friendly,Cardiff,Wales,False,2021,Draw,1,0.0-0.0,0.5,0.6,0.5,0.5,0.8,1.0,1.3,0.7,1869.1370857423867,1580.75790175078,288.3791839916066,0.474,0.562,3,66,-0.19999999999999996,0.6000000000000001,0.003455673577505854,0.9090909090909091,2.1,1.7,1.9,0.6,0.7,0.6,0.5,0.6499999999999999,0.55,0.358,0.25
2021-06-05,Niger,Gambia,0.0,2.0,Friendly,Antalya,Turkey,True,2021,Away win,0,0.0-2.0,0.4,0.4,0.5,0.5,1.1,1.2,0.8,0.7,1440.5432353871324,1462.3186959807645,-21.775460593632033,0.385,0.407,90,90,-0.09999999999999987,0.10000000000000009,0.04390690567547063,1.0,1.9000000000000001,1.9,1.9,0.8,0.7,0.3,0.5,0.75,0.4,0.3,0.25
2021-06-05,Guinea,Togo,0.0,2.0,Friendly,Antalya,Turkey,True,2021,Away win,0,0.0-2.0,0.2,0.2,1.0,0.0,0.9,1.5,1.4,1.0,1449.1744175345352,1464.9479860976714,-15.773568563136223,0.187,0.18,5,90,-0.6,0.3999999999999999,0.059617605892030044,1.0,2.3,2.5,2.4,0.5,0.7,0.2,0.3,0.6,0.25,0.15,0.0
2021-06-05,Ivory Coast,Burkina Faso,2.0,1.0,Friendly,Abidjan,Ivory Coast,False,2021,Home win,1,2.0-1.0,0.5,0.6,0.75,0.25,1.4,0.9,1.4,0.5,1722.4983524312722,1644.4197646908526,78.07858774041961,0.469,0.591,90,90,0.4999999999999999,0.8999999999999999,0.012645648190918157,0.9090909090909091,2.8,1.4,2.0999999999999996,0.6,0.7,0.2,0.6,0.6499999999999999,0.4,0.26,0.25
2021-06-05,Russia,Bulgaria,1.0,0.0,Friendly,Moscow,Russia,False,2021,Home win,1,1.0-0.0,0.2,0.1,0.5,0.5,1.1,1.6,0.7,1.4,1739.1285168610596,1533.5427130493458,205.58580381171373,0.179,0.069,4,4,-0.5,-0.7,0.004840603669511672,0.9090909090909091,1.8,3.0,2.4,0.4,0.6,0.2,0.3,0.5,0.25,0.125,0.5
2021-06-05,Senegal,Zambia,3.0,1.0,Friendly,Thiès,Senegal,False,2021,Home win,1,3.0-1.0,0.6,0.5,0.375,0.625,1.1,0.6,1.5,1.4,1781.0908752180799,1588.6520392842604,192.43883593381952,0.565,0.5,90,90,0.5000000000000001,0.10000000000000009,0.005169592730293963,0.9090909090909091,2.6,2.0,2.3,0.8,0.4,0.6,0.3,0.6000000000000001,0.44999999999999996,0.27,0.5
2021-06-05,Sweden,Armenia,3.0,1.0,Friendly,Stockholm,Sweden,False,2021,Home win,1,3.0-1.0,0.6,0.6,0.5,0.5,1.4,1.3,1.6,0.9,1874.2320523381493,1666.7930848069927,207.43896753115655,0.556,0.589,7,4,0.09999999999999987,0.7000000000000001,0.004797567421506847,1.0,3.0,2.2,2.6,0.4,0.6,0.4,0.4,0.5,0.4,0.2,0.25
2021-06-05,Tunisia,DR Congo,1.0,0.0,Friendly,Radès,Tunisia,False,2021,Home win,1,1.0-0.0,0.3,0.1,0.571,0.42900000000000005,1.0,0.6,1.2,1.8,1681.0005698720433,1507.300896482041,173.69967339000232,0.263,0.093,90,90,0.4,-0.6000000000000001,0.005724109155988999,0.8333333333333334,2.2,2.4,2.3,0.7,0.5,0.5,0.1,0.6,0.3,0.18,0.429
2021-06-05,Montenegro,Israel,1.0,3.0,Friendly,Podgorica,Montenegro,False,2021,Away win,1,1.0-3.0,0.4,0.3,0.5,0.5,1.4,0.6,1.2,1.1,1573.3181338216189,1604.0218026752725,-30.703668853653653,0.37,0.275,3,66,0.7999999999999999,0.09999999999999987,0.03154209074716462,0.9090909090909091,2.5999999999999996,1.7000000000000002,2.15,0.6,0.7,0.5,0.2,0.6499999999999999,0.35,0.227,0.25
2021-06-05,Saudi Arabia,Yemen,3.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,2021,Home win,1,3.0-0.0,0.5,0.1,0.833,0.16700000000000004,1.9,0.7,0.6,2.4,1687.575181763823,1315.4910411597402,372.0841406040827,0.5,0.096,67,90,1.2,-1.7999999999999998,0.002680360517015922,0.7142857142857143,2.5,3.0999999999999996,2.8,0.4,0.4,0.6,0.1,0.4,0.35,0.14,0.167
2021-06-05,Panama,Anguilla,13.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,2021,Home win,1,13.0-0.0,0.4,0.1,0.5,0.5,0.7,1.4,0.4,3.9,1601.4923364438296,1069.737115546758,531.7552208970715,0.341,0.106,69,3,-0.7,-3.5,0.0018770346319950948,0.7692307692307692,1.1,5.3,3.2,0.6,0.3,0.5,0.0,0.44999999999999996,0.25,0.112,0.25
2021-06-05,Lebanon,Sri Lanka,3.0,2.0,FIFA World Cup qualification,Goyang,South Korea,True,2021,Home win,0,3.0-2.0,0.3,0.1,1.0,0.0,1.1,1.0,0.6,3.0,1459.0059384748554,976.4423962671563,482.56354220769913,0.256,0.075,68,90,0.10000000000000009,-2.4,0.0020679805500524733,0.8333333333333334,1.7000000000000002,4.0,2.85,0.6,0.4,0.3,0.1,0.5,0.2,0.1,0.0
2021-06-05,Turks and Caicos Islands,Haiti,0.0,10.0,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,False,2021,Away win,1,0.0-10.0,0.1,0.2,0.0,1.0,0.7,4.7,0.7,2.3,1096.4500306196055,1441.5489023257885,-345.098871706183,0.098,0.172,67,72,-4.0,-1.5999999999999999,0.002889347760858751,0.9090909090909091,1.4,7.0,4.2,0.1,0.5,0.0,0.2,0.3,0.1,0.03,0.0
2021-06-05,United States Virgin Islands,El Salvador,0.0,7.0,FIFA World Cup qualification,Saint Croix,United States Virgin Islands,False,2021,Away win,1,0.0-7.0,0.1,0.6,0.5,0.5,0.2,4.0,1.1,1.4,1051.3257944697882,1578.8638760566648,-527.5380815868766,0.096,0.568,3,69,-3.8,-0.2999999999999998,0.0018920112567813686,0.6666666666666666,1.3,5.4,3.35,0.3,0.7,0.1,0.5,0.5,0.3,0.15,0.25
2021-06-05,South Korea,Turkmenistan,5.0,0.0,FIFA World Cup qualification,Goyang,South Korea,False,2021,Home win,1,5.0-0.0,0.3,0.3,1.0,0.0,1.7,1.3,1.2,1.6,1766.3059949078115,1381.1560903663656,385.14990454144595,0.249,0.234,72,90,0.3999999999999999,-0.40000000000000013,0.0025896678679423802,1.0,2.9,2.9000000000000004,2.9000000000000004,0.4,0.5,0.4,0.3,0.45,0.35,0.158,0.0
2021-06-05,British Virgin Islands,Curaçao,0.0,8.0,FIFA World Cup qualification,Guatemala City,Guatemala,True,2021,Away win,0,0.0-8.0,0.2,0.4,0.5,0.5,1.0,2.4,1.3,0.8,1161.558464147681,1505.5657249009623,-344.00726075328134,0.192,0.391,3,69,-1.4,0.5,0.002898489724003552,0.8333333333333334,2.3,3.2,2.75,0.3,0.6,0.2,0.3,0.44999999999999996,0.25,0.112,0.25
2021-06-05,Bahamas,Trinidad and Tobago,0.0,0.0,FIFA World Cup qualification,Nassau,Bahamas,False,2021,Draw,1,0.0-0.0,0.3,0.2,0.5,0.5,1.6,3.7,1.9,1.8,1214.2080907637596,1444.2336232039156,-230.02553244015598,0.269,0.157,3,69,-2.1,0.09999999999999987,0.004328525896846645,0.9090909090909091,3.5,5.5,4.5,0.0,0.6,0.2,0.2,0.3,0.2,0.06,0.25
2021-06-05,Aruba,Canada,0.0,7.0,FIFA World Cup qualification,Bradenton,United States,True,2021,Away win,0,0.0-7.0,0.4,0.7,0.5,0.5,1.4,2.3,3.0,0.7,1271.6922475660451,1647.066436522594,-375.3741889565488,0.398,0.666,3,68,-0.8999999999999999,2.3,0.002656930335133706,0.7692307692307694,4.4,3.0,3.7,0.3,0.5,0.2,0.3,0.4,0.25,0.1,0.25
2021-06-06,Belgium,Croatia,1.0,0.0,Friendly,Brussels,Belgium,False,2021,Home win,1,1.0-0.0,0.6,0.4,0.286,0.714,2.5,1.0,1.6,1.4,2125.9695912918096,1815.2241365264026,310.745454765407,0.603,0.368,3,5,1.5,0.20000000000000018,0.003207745244441542,0.8333333333333334,4.1,2.4,3.25,0.4,0.3,0.2,0.2,0.35,0.2,0.07,0.286
2021-06-06,Denmark,Bosnia and Herzegovina,2.0,0.0,Friendly,Brondbyvester,Denmark,False,2021,Home win,1,2.0-0.0,0.8,0.0,0.0,1.0,2.9,0.6,0.4,1.4,2006.357976303239,1632.6744150209736,373.6835612822654,0.765,0.0,4,4,2.3,-0.9999999999999999,0.002668918797979121,0.5555555555555556,3.3,2.0,2.65,0.4,0.7,0.7,0.3,0.55,0.5,0.275,0.5
2021-06-06,Algeria,Mali,1.0,0.0,Friendly,Blida,Algeria,False,2021,Home win,1,1.0-0.0,0.7,0.3,0.444,0.556,1.9,0.6,1.5,1.2,1877.3855162037962,1606.0429953796977,271.34252082409853,0.695,0.283,3,90,1.2999999999999998,0.30000000000000004,0.0036718467500926276,0.7142857142857143,3.4,1.7999999999999998,2.5999999999999996,0.5,0.5,0.5,0.2,0.5,0.35,0.175,0.111
2021-06-06,Austria,Slovakia,0.0,0.0,Friendly,Vienna,Austria,False,2021,Draw,1,0.0-0.0,0.6,0.3,0.25,0.75,1.5,1.1,1.0,1.1,1788.3142879967643,1658.6322766857365,129.68201131102774,0.558,0.322,4,5,0.3999999999999999,-0.10000000000000009,0.007652162604231467,0.7692307692307692,2.5,2.2,2.35,0.4,0.6,0.3,0.3,0.5,0.3,0.15,0.5
2021-06-06,England,Romania,1.0,0.0,Friendly,London,England,False,2021,Home win,1,1.0-0.0,0.8,0.3,0.5,0.5,2.2,0.5,1.6,1.9,2055.116774443541,1681.720729305885,373.3960451376561,0.769,0.29,4,4,1.7000000000000002,-0.2999999999999998,0.0026709683849152972,0.6666666666666666,3.8000000000000003,2.4,3.1,0.4,0.3,0.6,0.1,0.35,0.35,0.122,0.25
2021-06-06,Norway,Greece,1.0,2.0,Friendly,Málaga,Spain,True,2021,Away win,0,1.0-2.0,0.6,0.4,0.0,1.0,1.7,1.0,1.2,0.7,1763.6278074769064,1698.2458479945217,65.38195948238467,0.564,0.335,4,3,0.7,0.5,0.015064333861150381,0.8333333333333334,2.9,1.7,2.3,0.4,0.7,0.5,0.4,0.55,0.45,0.248,0.25
